Active_Growth_Period,Bloom_Period,Coppice_Potential,Duration,Fertility_Requirement,Foliage_Porosity_Summer,Genus,Growth_Form,Growth_Habit,Growth_Rate,Height_Mature_feet,Known_Allelopath,Species,State_and_Province,Vegetative_Spread_Rate,pH_Maximum,pH_Minimum
,,,Perennial,,,Carex,,Graminoid,,,,feta,"USA (CA, OR, WA), CAN (BC)",,,
Spring and Summer,Late Spring,No,Perennial,Low,Moderate,Carex,Bunch,Graminoid,Slow,1.2,No,filifolia,"USA (AK, AZ, CA, CO, ID, KS, MN, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY), CAN (AB, BC, MB, NT, SK, YT)",None,7.5,5.2
,,,Perennial,,,Carex,,Graminoid,,,,fissuricola,"USA (CA, ID, NV, UT)",,,
,,,Perennial,,,Cassytha,,"Vine, Forb/herb",,,,filiformis,"USA (FL, HI, TX), USA+ (PR, VI)",,,
,,,Perennial,,,Carex,,Graminoid,,,,fissa,"USA (AR, FL, GA, KS, LA, MD, MO, MS, OK, SC, TX)",,,
,,,Perennial,,,Calochortus,,"Vine, Forb/herb",,,,flexuosus,"USA (AZ, CA, CO, NM, NV, UT)",,,
,,,Perennial,,,Catopsis,,Forb/herb,,,,floribunda,"USA (FL), USA+ (PR, VI)",,,
,,,Perennial,,,Canna,,Forb/herb,,,,flaccida,"USA (AL, FL, GA, LA, MS, SC, TX)",,,
,,,Perennial,,,Campanula,,Forb/herb,,,,floridana,USA (FL),,,
,,,Perennial,,,Calycanthus,,Shrub,,,,floridus,"USA (AL, CT, DC, DE, FL, GA, IL, KY, LA, MA, MD, MO, MS, NC, NY, OH, PA, SC, TN, VA, WV)",,,
Spring and Summer,Late Spring,No,Perennial,Medium,Moderate,Carex,Bunch,Graminoid,Slow,1.0,No,flaccosperma,"USA (AL, AR, DC, FL, GA, IL, KS, KY, LA, MD, MO, MS, NC, NJ, NY, OK, SC, TN, TX, VA)",Slow,7.1,4.6
,,,Perennial,,,Carex,,Graminoid,,,,flava,"USA (AK, CT, ID, IN, MA, ME, MI, MN, MT, NH, NJ, NY, OH, PA, RI, VA, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NU, ON, PE, QC, YT), FRA (SPM)",,,
,,,Perennial,,,Carex,,Graminoid,,,,floridana,"USA (AL, AR, FL, GA, LA, MO, MS, NC, SC, TX, VA)",,,
,,,Perennial,,,Carya,,Tree,,,,floridana,USA (FL),,,
,,,Perennial,,,Castilleja,,"Subshrub, Forb/herb",,,,flava,"USA (CO, ID, MT, NV, OR, UT, WA, WY)",,,
,,,Perennial,,,Carex,,Graminoid,,,,formosa,"USA (CT, IA, IL, MA, MI, MN, ND, NJ, NY, OH, PA, VT, WI), CAN (ON, QC)",,,
,,,Perennial,,,Carex,,Graminoid,,,,folliculata,"USA (CT, DC, DE, GA, IL, IN, MA, MD, ME, MI, NC, NH, NJ, NY, OH, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (NB, NF, NS, ON, PE, QC), FRA (SPM)",,,
,,,Perennial,,,Carex,,Graminoid,,,,fracta,"USA (CA, NV, OR, WA)",,,
,,,,,,Carex,,,,,,frankii,,,,
,,,Perennial,,,Carex,,Graminoid,,,,garberi,"USA (AK, CA, IL, IN, ME, MI, MN, MT, ND, NH, NY, OH, OR, PA, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NT, NU, ON, QC, SK, YT)",,,
,,,Perennial,,,Carex,,Graminoid,,,,geophila,"USA (AZ, CO, NM, TX, UT)",,,
Spring and Summer,Late Spring,No,Perennial,Low,Porous,Carex,Rhizomatous,Graminoid,Slow,1.5,No,geyeri,"USA (CA, CO, ID, MT, NM, NV, OR, PA, UT, WA, WY), CAN (AB, BC)",Slow,7.7,6.0
,,,Perennial,,,Carex,,Graminoid,,,,gholsonii,"USA (AL, FL, GA, NC, SC)",,,
,,,Perennial,,,Carnegiea,,Tree,,,,gigantea,"USA (AZ, CA)",,,
,,,Perennial,,,Carex,,Graminoid,,,,gigantea,"USA (AL, AR, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, OH, OK, SC, TN, TX, VA)",,,
,,,Perennial,,,Caulanthus,,Forb/herb,,,,glaucus,"USA (CA, NV)",,,
,,,Perennial,,,Canna,,Forb/herb,,,,glauca,"USA (FL, LA, SC, TX), USA+ (PR, VI)",,,
,,,Perennial,,,Carex,,Graminoid,,,,glacialis,"USA (AK, MT), CAN (AB, BC, LB, MB, NF, NT, NU, ON, QC, SK, YT), DEN (GL)",,,
,,,Perennial,,,Carex,,Graminoid,,,,glaucescens,"USA (AL, AR, FL, GA, LA, MD, MS, NC, OK, SC, TN, TX, VA)",,,
,,,Perennial,,,Carex,,Graminoid,,,,glaucodea,"USA (AL, AR, CT, DC, DE, IL, IN, KY, LA, MA, MD, MO, MS, NC, NH, NJ, NY, OH, OK, PA, TN, TX, VA, WV), CAN (ON)",,,
,,,Perennial,,,Carex,,Graminoid,,,,globosa,USA (CA),,,
Spring and Summer,Mid Spring,No,Perennial,Medium,Dense,Carya,Single Stem,Tree,Slow,80,No,glabra,"USA (AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WV), CAN (ON)",None,7.3,4.8
,,,Perennial,,,Carex,,Graminoid,,,,godfreyi,"USA (AL, FL, GA, NC, SC)",,,
,,,Perennial,,,Calochortus,,Forb/herb,,,,greenei,"USA (CA, OR)",,,
Spring and Summer,Late Spring,No,Perennial,Medium,Moderate,Carex,Bunch,Graminoid,Slow,3.0,No,gracillima,"USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, NC, ND, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV), CAN (LB, MB, NB, NF, NS, ON, PE, QC), FRA (SPM)",None,6.9,4.7
,,,Perennial,,,Carex,,Graminoid,,,,grisea,"USA (AR, CT, DC, DE, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NE, NH, NJ, NY, OH, OK, PA, SD, TN, TX, VA, VT, WI, WV), CAN (NB, ON, QC)",,,
,,,Annual,,,Callisia,,Forb/herb,,,,graminea,"USA (FL, GA, MD, NC, SC, VA)",,,
,,,Annual,,,Campanula,,Forb/herb,,,,griffinii,USA (CA),,,
Spring and Summer,Mid Spring,No,Perennial,High,Moderate,Carex,Bunch,Graminoid,Slow,2.5,No,granularis,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, SC, SD, TN, TX, VA, VT, WI, WV, WY), CAN (MB, NB, NS, ON, QC, SK)",Moderate,7.2,6.0
,,,Perennial,,,Carex,,Graminoid,,,,gravida,"USA (AR, CO, GA, IA, IL, IN, KS, KY, MD, MI, MN, MO, MS, MT, NC, ND, NE, NM, NY, OK, PA, SC, SD, TN, TX, VA, WI, WY), CAN (MB, ON, SK)",,,
Spring and Summer,Late Spring,No,Perennial,Medium,Moderate,Carex,Bunch,Graminoid,Slow,3.0,No,grayi,"USA (AL, AR, CT, DC, FL, GA, IA, IL, IN, KS, KY, MA, MD, MI, MN, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, VA, VT, WI, WV), CAN (ON, QC)",Slow,7.2,5.7
,,,Perennial,,,Carex,,Graminoid,,,,gracilescens,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV), CAN (ON)",,,
,,,Perennial,,,Carex,,Graminoid,,,,gracilior,USA (CA),,,
,,,Perennial,,,Calochortus,,Forb/herb,,,,gunnisonii,"USA (AZ, CO, MT, NE, NM, SD, UT, WY)",,,
,,,Perennial,,,Carex,,Graminoid,,,,gynocrates,"USA (AK, CO, ID, ME, MI, MN, MT, ND, NJ, NM, NV, NY, OR, PA, UT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, QC, SK, YT), DEN (GL), FRA (SPM)",,,
,,,Perennial,,,Carex,,Graminoid,,,,gynodynama,"USA (CA, OR)",,,
,,,Perennial,,,Carex,,Graminoid,,,,gynandra,"USA (AL, CT, DC, DE, GA, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV), CAN (LB, NB, NF, NS, NU, ON, PE, QC), FRA (SPM)",,,
Spring and Summer,Late Spring,No,Perennial,Low,Dense,Carex,Bunch,Graminoid,Slow,2.5,No,halliana,"USA (CA, OR, WA)",None,7.5,6.0
,,,Perennial,,,Carex,,Graminoid,,,,hartii,"USA (MA, ME, VT)",,,
,,,,,,Carex,,,,,,hallii,,,,
,,,Perennial,,,Carex,,Graminoid,,,,harfordii,USA (CA),,,
,,,Perennial,,,Carex,,Graminoid,,,,hassei,"USA (AZ, CA, ID, NM, NV, OR, UT, WA), CAN (BC)",,,
,,,Perennial,,,Carex,,Graminoid,,,,haydeniana,"USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC)",,,
,,,Perennial,,,Carex,,Graminoid,,,,haydenii,"USA (CT, IA, IL, IN, MA, MD, ME, MI, MN, MO, ND, NH, NJ, NY, OH, PA, RI, SD, VT, WI), CAN (NB, NS, ON, QC), FRA (SPM)",,,
,,,Perennial,,,Callitriche,,Forb/herb,,,,hermaphroditica,"USA (AK, AL, AZ, CA, CO, CT, ID, IL, MI, MN, MT, ND, NE, NM, NV, NY, OR, SD, UT, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL)",,,
,,,Perennial,,,Carex,,Graminoid,,,,helvola,"USA (ME), CAN (NB, QC, YT)",,,
,,,Perennial,,,Carex,,Graminoid,,,,heleonastes,"USA (AK, MI), CAN (AB, BC, LB, MB, NF, NT, NU, ON, QC, SK, YT)",,,
,,,Perennial,,,Carex,,Graminoid,,,,helleri,"USA (CA, NV)",,,
Spring and Summer,Late Spring,No,Perennial,Medium,Moderate,Carex,Bunch,Graminoid,Moderate,3.0,No,hendersonii,"USA (CA, ID, OR, WA), CAN (BC)",Slow,7.5,6.0
,,,Perennial,,,Carex,,Graminoid,,,,heteroneura,"USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC)",,,
,,,Perennial,,,Carex,,Graminoid,,,,hirtifolia,"USA (AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, NE, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WI, WV), CAN (NB, NS, ON, QC), FRA (SPM)",,,
,,,Perennial,,,Carex,,Graminoid,,,,hirsutella,"USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (ON, QC)",,,
,,,Perennial,,,Carex,,Graminoid,,,,hirtissima,USA (CA),,,
,,,Perennial,,,Carex,,Graminoid,,,,hitchcockiana,"USA (AL, AR, CT, DC, IA, IL, IN, KS, KY, MA, MD, MI, MN, MO, NC, NE, NJ, NY, OH, OK, PA, TN, VA, VT, WI, WV), CAN (ON, QC)",,,
,,,Perennial,,,Calochortus,,Forb/herb,,,,howellii,USA (OR),,,
,,,Perennial,,,Camassia,,Forb/herb,,,,howellii,USA (OR),,,
,,,Perennial,,,Carex,,Graminoid,,,,hoodii,"USA (AK, CA, CO, ID, MT, NV, OR, SD, UT, WA, WY), CAN (AB, BC, NT, SK, YT)",,,
,,,Perennial,,,Carex,,Graminoid,,,,hookeriana,"USA (ND, WY), CAN (AB, MB, ON, SK)",,,
,,,Perennial,,,Carex,,Graminoid,,,,hormathodes,"USA (CT, DE, MA, MD, ME, NC, NH, NJ, NY, RI, VA), CAN (NB, NF, NS, PE, QC), FRA (SPM)",,,
,,,Perennial,,,Carex,,Graminoid,,,,houghtoniana,"USA (ME, MI, MN, NH, NY, VT, WI), CAN (AB, LB, MB, NB, NF, NS, ON, QC, SK)",,,
,,,Perennial,,,Carex,,Graminoid,,,,hyalina,"USA (AR, LA, MS, OK, TN, TX)",,,
Spring and Summer,Late Spring,No,Perennial,Medium,Moderate,Carex,Rhizomatous,Graminoid,Slow,4.0,No,hyalinolepis,"USA (AL, AR, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, TN, TX, VA), CAN (ON)",Moderate,7.9,5.6
,,,Perennial,,,Carex,,Graminoid,,,,hystericina,"USA (AR, AZ, CA, CO, CT, DC, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, ON, PE, QC, SK)",,,
,,,Perennial,,,Carex,,Graminoid,,,,idahoa,"USA (ID, MT, OR, UT)",,,
,,,Perennial,,,Carex,,Graminoid,,,,illota,"USA (CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC)",,,
Spring and Summer,Early Spring,No,Perennial,High,Dense,Carya,Single Stem,Tree,Slow,120,No,illinoinensis,"USA (AL, AR, FL, GA, IA, IL, IN, KS, KY, LA, MD, MO, MS, NC, OH, OK, SC, TN, TX, VA)",Slow,7.5,4.5
,,,Perennial,,,Carex,,Graminoid,,,,impressinervia,"USA (AL, MS, NC, SC)",,,
,,,Perennial,,,Carex,,Graminoid,,,,integra,"USA (CA, NV, OR, WA)",,,
Spring and Summer,Mid Spring,No,Perennial,Medium,Moderate,Carex,Bunch,Graminoid,Slow,1.5,No,interior,"USA (AK, AR, AZ, CA, CO, CT, IA, ID, IL, IN, KS, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA (SPM)",Slow,7.2,5.4
"Spring, Summer, Fall",Late Spring,No,Perennial,High,Moderate,Carex,Bunch,Graminoid,Moderate,3.0,No,intumescens,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY), CAN (LB, MB, NB, NF, NS, ON, PE, QC), FRA (SPM)",None,6.9,4.8
,,,Annual,,,Castilleja,,Forb/herb,,,,indivisa,"USA (AR, LA, OK, TX)",,,
,,,Annual,,,Caulanthus,,Forb/herb,,,,inflatus,USA (CA),,,
,,,Perennial,,,Carex,,Graminoid,,,,interrupta,"USA (ID, OR, WA), CAN (BC)",,,
,,,Perennial,,,Callirhoe,,Forb/herb,,,,involucrata,"USA (AR, AZ, CO, FL, IA, IL, IN, KS, KY, LA, MI, MN, MO, ND, NE, NM, OK, OR, PA, TX, VA, WY)",,,
,,,Perennial,,,Calochortus,,Forb/herb,,,,invenustus,"USA (CA, NV)",,,
,,,Perennial,,,Carex,,Graminoid,,,,infirminervia,"USA (CA, CO, ID, MT, NV, OR, UT, WA, WY), CAN (AB, BC)",,,
,,,Perennial,,,Carex,,Graminoid,,,,incurviformis,"USA (AK, CA, CO, ID, MT, WY), CAN (AB, BC, YT)",,,
,,,Perennial,,,Carex,,Graminoid,,,,inops,"USA (CA, CO, IA, IL, IN, KS, MI, MN, MO, MT, ND, NE, NM, OK, OR, SD, UT, WA, WI, WY), CAN (AB, BC, MB, ON, SK)",,,
,,,Perennial,,,Carex,,Graminoid,,,,jamesii,"USA (AL, AR, DC, IA, IL, IN, KS, KY, MD, MI, MN, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, TN, VA, WI, WV), CAN (ON)",,,
,,,Perennial,,,Carex,,Graminoid,,,,jonesii,"USA (CA, CO, ID, MT, NM, NV, OR, UT, WA, WY)",,,
"Spring, Summer, Fall",Mid Summer,No,Perennial,Medium,Dense,Carex,Rhizomatous,Graminoid,Moderate,4.5,No,joorii,"USA (AL, AR, DE, FL, GA, KY, LA, MD, MO, MS, NC, NJ, OK, SC, TN, TX, VA)",Slow,7.3,4.7
,,,Perennial,,,Carex,,Graminoid,,,,juniperorum,"USA (KY, OH, VA), CAN (ON)",,,
,,,Perennial,,,Calochortus,,"Forb/herb, Vine",,,,kennedyi,"USA (AZ, CA, NV, UT)",,,
,,,Annual,,,Carex,,Graminoid,,,,klamathensis,"USA (CA, OR)",,,
,,,Perennial,,,Carex,,Graminoid,,,,knieskernii,"USA (MA, ME, MI, MN, NH, NY, VT, WI), CAN (NB, NF, ON, QC)",,,
,,,Perennial,,,Carex,,Graminoid,,,,kraliana,"USA (AL, AR, FL, GA, IN, KY, LA, MD, MS, NC, OH, SC, TN, TX, VA)",,,
,,,Perennial,,,Carex,,Graminoid,,,,lachenalii,"USA (AK, CO, MT, UT, WA, WY), CAN (AB, BC, LB, MB, NB, NF, NT, NU, QC, YT), DEN (GL)",,,
,,,Perennial,,,Carex,,Graminoid,,,,lasiocarpa,"USA (AK, CA, CO, CT, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, NC, ND, NE, NH, NJ, NY, OH, OR, PA, RI, UT, VA, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, QC, SK, YT), FRA (SPM)",,,
,,,Perennial,,,Carex,,Graminoid,,,,laeviconica,"USA (IA, ID, IL, KS, MN, MO, MT, ND, NE, SD, WI), CAN (MB, ON, SK)",,,
,,,Perennial,,,Carex,,Graminoid,,,,laeviculmis,"USA (AK, CA, CO, ID, MT, OR, WA, WY), CAN (BC)",,,
,,,Perennial,,,Carex,,Graminoid,,,,laevivaginata,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV), CAN (ON)",,,
,,,Perennial,,,Carex,,Graminoid,,,,lapponica,"USA (AK, CT, ID, IL, IN, MA, ME, MI, MN, NH, NJ, NY, RI, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NT, NU, ON, QC, YT)",,,
Spring and Summer,Late Spring,No,Perennial,Medium,Dense,Carex,Rhizomatous,Graminoid,Rapid,5.0,No,lacustris,"USA (CT, DC, DE, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, ND, NE, NH, NJ, NY, OH, PA, RI, SD, TN, VA, VT, WI, WV), CAN (AB, MB, NB, NF, NS, ON, QC, SK)",Moderate,6.8,5.6
,,,Perennial,,,Carex,,Graminoid,,,,laxiculmis,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV), CAN (ON, QC)",,,
,,,Perennial,,,Carex,,Graminoid,,,,laxiflora,"USA (AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV), CAN (NS, ON, QC)",,,
Spring and Summer,Mid Spring,Yes,Perennial,High,Dense,Carya,Single Stem,Tree,Slow,100,No,laciniosa,"USA (AL, AR, DC, DE, GA, IA, IL, IN, KS, KY, LA, MD, ME, MI, MO, MS, NC, NY, OH, OK, PA, SC, TN, TX, VA, WV), CAN (ON)",None,6.6,5.0
,,,Perennial,,,Carex,,Graminoid,,,,latebracteata,"USA (AR, OK)",,,
,,,Perennial,,,Campanula,,Forb/herb,,,,lasiocarpa,"USA (AK, WA), CAN (AB, BC, NT, YT)",,,
,,,Perennial,,,Carex,,Graminoid,,,,lativena,"USA (AZ, NM, TX)",,,
Spring and Summer,Late Spring,No,Perennial,Medium,Moderate,Carex,Rhizomatous,Graminoid,Moderate,1.5,No,leptalea,"USA (AK, AL, AR, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), FRA (SPM)",Moderate,6.9,4.8
Spring and Summer,Late Spring,No,Perennial,Medium,Moderate,Carex,Bunch,Graminoid,Moderate,2.0,No,leptonervia,"USA (CT, IN, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WI, WV), CAN (LB, MB, NB, NF, NS, ON, PE, QC, SK), FRA (SPM)",None,6.8,5.0
,,,Annual,,,Callirhoe,,Forb/herb,,,,leiocarpa,"USA (KS, OK, TX)",,,
,,,Perennial,,,Carex,,Graminoid,,,,leptopoda,"USA (AZ, CA, CO, ID, MT, NM, NV, OR, WA, WY), CAN (AB, BC)",,,
,,,Perennial,,,Castilleja,,Forb/herb,,,,levisecta,"USA (OR, WA), CAN (BC)",,,
,,,Perennial,,,Calochortus,,Forb/herb,,,,leichtlinii,"USA (CA, NV)",,,
,,,Perennial,,,Camassia,,Forb/herb,,,,leichtlinii,"USA (CA, NV, OR, WA), CAN (BC)",,,
,,,Perennial,,,Carex,,Graminoid,,,,leavenworthii,"USA (AL, AR, CA, DC, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV), CAN (ON)",,,
,,,Perennial,,,Carex,,Graminoid,,,,lemmonii,USA (CA),,,
"Spring, Summer, Fall",Late Spring,No,Perennial,Low,Dense,Carex,Bunch,Graminoid,Moderate,1.6,No,lenticularis,"USA (AK, AZ, CA, CO, ID, MA, ME, MI, MN, MT, NH, NM, NV, NY, OR, UT, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), FRA (SPM)",None,6.8,4.7
,,,Perennial,,,Carex,,Graminoid,,,,leporinella,"USA (CA, ID, MT, NV, OR, UT, WA, WY)",,,
,,,Perennial,,,Carex,,Graminoid,,,,livida,"USA (AK, CA, CO, CT, ID, IN, MA, ME, MI, MN, MT, NH, NJ, NY, OR, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA (SPM)",,,
,,,Perennial,,,Carex,,Graminoid,,,,limula,"USA (ME), CAN (LB, NU, QC), DEN (GL)",,,
Spring and Summer,Late Spring,No,Perennial,Low,Porous,Carex,Rhizomatous,Graminoid,Slow,1.8,No,limosa,"USA (AK, CA, CO, CT, DE, IA, ID, IL, IN, MA, ME, MI, MN, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, UT, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), FRA (SPM)",Rapid,7.5,4.8
,,,Perennial,,,Carex,,Graminoid,,,,longii,"USA (AL, AR, CA, CT, DC, DE, FL, GA, HI, IL, IN, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, OR, PA, RI, SC, TN, TX, VA, VT, WA, WI, WV), USA+ (PR), CAN (NS, ON)",,,
,,,Perennial,,,Carex,,Graminoid,,,,louisianica,"USA (AL, AR, DC, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, OH, SC, TN, TX, VA)",,,
,,,Perennial,,,Carex,,Graminoid,,,,lonchocarpa,"USA (AL, DE, FL, GA, LA, MD, MS, NC, NJ, SC, TX, VA)",,,
,,,Perennial,,,Carex,,Graminoid,,,,lucorum,"USA (CT, DE, GA, IL, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV), CAN (NB, NS, ON, QC)",,,
,,,Perennial,,,Carex,,Graminoid,,,,lutea,USA (NC),,,
,,,Perennial,,,Carex,,Graminoid,,,,lupuliformis,"USA (AL, AR, CT, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NJ, NY, OH, PA, SC, TN, TX, VA, VT, WI, WV), CAN (ON, QC)",,,
,,,Perennial,,,Carex,,Graminoid,,,,lupulina,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (NB, NS, ON, QC)",,,
,,,Perennial,,,Carex,,Graminoid,,,,lurida,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (LB, NB, NF, NS, ON, PE, QC)",,,
,,,Perennial,,,Carex,,Graminoid,,,,luzulifolia,USA (CA),,,
Spring and Summer,Late Spring,No,Perennial,Low,Moderate,Carex,Bunch,Graminoid,Slow,2.0,No,luzulina,"USA (CA, ID, MT, NV, OR, UT, WA, WY), CAN (BC)",None,7.6,5.6
,,,Perennial,,,Calochortus,,Forb/herb,,,,luteus,USA (CA),,,
,,,Perennial,,,Calochortus,,Forb/herb,,,,lyallii,"USA (WA), CAN (BC)",,,
,,,Perennial,,,Carex,,Graminoid,,,,lyngbyei,"USA (AK, CA, OR, WA), CAN (BC), DEN (GL)",,,
,,,Perennial,,,Carex,,Graminoid,,,,macrocephala,"USA (AK, NJ, OR, WA), CAN (BC)",,,
,,,Perennial,,,Carex,,Graminoid,,,,macrochaeta,"USA (AK, OR, WA), CAN (BC, NT, YT)",,,
,,,Perennial,,,Carex,,Graminoid,,,,magellanica,"USA (AK, CO, CT, ID, IN, MA, ME, MI, MN, MT, NH, NJ, NY, OH, PA, UT, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)",,,
Spring and Summer,Spring,No,Perennial,Low,Porous,Carex,Bunch,Graminoid,Slow,2.0,No,mariposana,"USA (AZ, CA, ID, NV)",None,7.7,6.0
,,,Perennial,,,Carex,,Graminoid,,,,manhartii,"USA (GA, NC, SC, TN, VA)",,,
,,,Perennial,,,Cardamine,,Forb/herb,,,,maxima,"USA (CT, KY, MA, ME, MI, NH, NJ, NY, OH, PA, VT, WI, WV), CAN (NB, NS, ON, QC)",,,
,,,Perennial,,,Callaeum,,"Tree, Shrub",,,,macropterum,USA (AZ),,,
,,,Perennial,,,Calochortus,,Forb/herb,,,,macrocarpus,"USA (CA, ID, MT, NV, OR, WA), CAN (BC)",,,
,,,Perennial,,,Carex,,Graminoid,,,,mackenziei,"USA (AK, ME), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK), DEN (GL)",,,
,,,Perennial,,,Carex,,Graminoid,,,,macloviana,"USA (AK, ME, NM), CAN (AB, BC, LB, MB, NT, QC, SK, YT), DEN (GL)",,,
,,,Perennial,,,Carex,,Graminoid,,,,mckittrickensis,USA (TX),,,
,,,Perennial,,,Carex,,Graminoid,,,,melanostachya,"USA (KS, NE)",,,
,,,Perennial,,,Carex,,Graminoid,,,,mesochorea,"USA (AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, MI, MO, NC, NE, NJ, NY, OH, PA, SC, TN, TX, VA, WI, WV), CAN (ON, QC)",,,
